vessel_id,mmsi,vessel_name,flag_state,vessel_type,length_m,gross_ton,timestamp,date,lat,lon,lat_grid,lon_grid,speed_knots,heading_deg,nav_status,ais_gap_hours,label_suspicious
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-04 03:25:42,2023-03-04,2.29,108.2878,2.25,108.25,9.49,139,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-04 06:51:25,2023-03-04,2.2058,108.3602,2.25,108.25,13.69,309,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-04 10:17:08,2023-03-04,2.38,108.2787,2.5,108.25,11.5,175,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-04 13:42:51,2023-03-04,2.2984,107.7692,2.25,107.75,5.98,351,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-04 17:08:34,2023-03-04,1.9242,107.6813,2.0,107.75,8.55,258,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-04 20:34:17,2023-03-04,2.2595,107.763,2.25,107.75,7.95,128,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-05 00:00:00,2023-03-05,2.4254,107.2102,2.5,107.25,9.09,47,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-05 03:25:42,2023-03-05,2.5796,106.8406,2.5,106.75,11.36,141,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-05 06:51:25,2023-03-05,2.6473,106.7368,2.75,106.75,10.08,1,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-05 10:17:08,2023-03-05,3.1014,106.7822,3.0,106.75,9.12,66,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-05 13:42:51,2023-03-05,3.0095,106.5698,3.0,106.5,10.58,82,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-05 17:08:34,2023-03-05,2.8383,106.5877,2.75,106.5,7.31,282,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-05 20:34:17,2023-03-05,2.9341,106.6711,3.0,106.75,11.09,287,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-06 00:00:00,2023-03-06,2.8321,106.6036,2.75,106.5,6.05,57,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-06 03:25:42,2023-03-06,2.7432,106.6979,2.75,106.75,10.39,353,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-06 06:51:25,2023-03-06,2.5588,106.9153,2.5,107.0,11.89,279,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-06 10:17:08,2023-03-06,2.6415,107.3845,2.75,107.5,6.57,189,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-06 13:42:51,2023-03-06,2.3926,106.9398,2.5,107.0,12.24,220,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-06 17:08:34,2023-03-06,2.5234,106.926,2.5,107.0,9.2,21,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-06 20:34:17,2023-03-06,2.2983,107.5374,2.25,107.5,8.82,186,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-07 00:00:00,2023-03-07,2.3202,107.7188,2.25,107.75,9.7,183,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-07 03:25:42,2023-03-07,2.365,107.5212,2.25,107.5,9.68,349,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-07 06:51:25,2023-03-07,2.7414,107.8576,2.75,107.75,12.48,341,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-07 10:17:08,2023-03-07,2.6392,107.6102,2.75,107.5,8.19,181,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-07 13:42:51,2023-03-07,2.6503,107.8837,2.75,108.0,4.27,317,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-07 17:08:34,2023-03-07,2.9562,107.8442,3.0,107.75,7.43,121,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-07 20:34:17,2023-03-07,2.7538,107.4305,2.75,107.5,10.56,90,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-08 00:00:00,2023-03-08,2.7685,107.108,2.75,107.0,5.26,12,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-08 03:25:42,2023-03-08,2.7013,107.5253,2.75,107.5,7.85,170,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-08 06:51:25,2023-03-08,2.4007,107.4638,2.5,107.5,7.82,342,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-08 10:17:08,2023-03-08,1.8613,107.4503,1.75,107.5,7.92,136,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-08 13:42:51,2023-03-08,2.0005,107.9125,2.0,108.0,11.32,359,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-08 17:08:34,2023-03-08,1.9468,107.6359,2.0,107.75,14.93,195,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-03-08 20:34:17,2023-03-08,1.9586,107.6393,2.0,107.75,8.44,240,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-24 00:00:00,2023-04-24,19.4086,104.7054,19.5,104.75,7.07,114,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-24 02:00:00,2023-04-24,19.2992,104.6972,19.25,104.75,7.14,337,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-24 04:00:00,2023-04-24,19.1567,104.7238,19.25,104.75,7.86,204,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-24 06:00:00,2023-04-24,19.4575,104.0611,19.5,104.0,11.23,142,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-24 08:00:00,2023-04-24,19.7067,103.5427,19.75,103.5,7.64,142,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-24 10:00:00,2023-04-24,19.6324,103.1909,19.75,103.25,6.56,328,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-24 12:00:00,2023-04-24,19.4103,103.6289,19.5,103.75,10.84,347,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-24 14:00:00,2023-04-24,19.6646,103.8093,19.75,103.75,5.68,14,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-24 16:00:00,2023-04-24,19.5597,103.9317,19.5,104.0,5.44,133,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-24 18:00:00,2023-04-24,19.7023,103.8716,19.75,103.75,7.56,297,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-24 20:00:00,2023-04-24,19.8445,103.9827,19.75,104.0,7.6,19,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-24 22:00:00,2023-04-24,20.0764,103.7124,20.0,103.75,10.04,305,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-25 00:00:00,2023-04-25,20.195,103.635,20.25,103.75,9.32,176,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-25 02:00:00,2023-04-25,19.9448,103.866,20.0,103.75,8.04,223,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-25 04:00:00,2023-04-25,19.8402,104.1283,19.75,104.25,6.74,197,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-25 06:00:00,2023-04-25,19.5585,103.7391,19.5,103.75,10.02,130,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-25 08:00:00,2023-04-25,19.3024,104.1778,19.25,104.25,3.3,223,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-25 10:00:00,2023-04-25,19.6417,104.2306,19.75,104.25,8.26,266,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-25 12:00:00,2023-04-25,19.5327,104.3304,19.5,104.25,8.41,186,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-25 14:00:00,2023-04-25,19.7534,104.3589,19.75,104.25,8.88,35,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-25 16:00:00,2023-04-25,19.6807,104.3447,19.75,104.25,9.27,319,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-25 18:00:00,2023-04-25,19.3386,104.0076,19.25,104.0,10.36,339,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-25 20:00:00,2023-04-25,19.3728,103.9616,19.25,104.0,8.55,153,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-25 22:00:00,2023-04-25,19.4423,103.8267,19.5,103.75,6.55,341,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-26 00:00:00,2023-04-26,19.4815,103.5821,19.5,103.5,9.52,167,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-26 02:00:00,2023-04-26,19.141,103.8394,19.25,103.75,9.68,356,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-26 04:00:00,2023-04-26,19.1922,104.0851,19.25,104.0,12.66,283,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-26 06:00:00,2023-04-26,19.3951,103.6248,19.5,103.5,5.3,98,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-26 08:00:00,2023-04-26,19.2701,103.6314,19.25,103.75,9.79,340,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-26 10:00:00,2023-04-26,19.1249,103.6781,19.0,103.75,6.61,346,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-26 12:00:00,2023-04-26,19.0026,103.3264,19.0,103.25,6.19,315,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-26 14:00:00,2023-04-26,18.7323,103.0824,18.75,103.0,11.13,207,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-26 16:00:00,2023-04-26,18.5424,103.7405,18.5,103.75,9.73,155,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-26 18:00:00,2023-04-26,18.5794,103.5259,18.5,103.5,10.25,107,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-26 20:00:00,2023-04-26,18.4643,103.5564,18.5,103.5,14.9,296,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-26 22:00:00,2023-04-26,18.4451,103.8438,18.5,103.75,6.74,238,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-27 00:00:00,2023-04-27,18.165,117.4835,18.25,117.5,13.16,142,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-27 02:00:00,2023-04-27,18.8005,104.4634,18.75,104.5,7.09,261,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-27 04:00:00,2023-04-27,18.2598,117.1857,18.25,117.25,10.14,325,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-27 06:00:00,2023-04-27,18.613,104.5247,18.5,104.5,7.88,145,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-27 08:00:00,2023-04-27,18.0648,117.3825,18.0,117.5,11.4,83,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-27 10:00:00,2023-04-27,18.331,104.775,18.25,104.75,10.03,344,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-27 12:00:00,2023-04-27,17.9007,117.6233,18.0,117.5,9.53,181,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-27 14:00:00,2023-04-27,18.5348,105.0276,18.5,105.0,4.35,75,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-27 16:00:00,2023-04-27,18.0651,118.0975,18.0,118.0,7.89,343,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-27 18:00:00,2023-04-27,18.3654,104.8093,18.25,104.75,11.13,243,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-27 20:00:00,2023-04-27,17.9144,117.8751,18.0,118.0,6.46,359,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-27 22:00:00,2023-04-27,18.3634,105.2142,18.25,105.25,7.21,322,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-28 00:00:00,2023-04-28,17.899,117.9604,18.0,118.0,9.19,311,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-28 02:00:00,2023-04-28,18.3208,105.1542,18.25,105.25,7.3,253,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-28 04:00:00,2023-04-28,18.0644,117.9637,18.0,118.0,12.13,273,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-28 06:00:00,2023-04-28,18.484,105.2923,18.5,105.25,8.99,335,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-28 08:00:00,2023-04-28,18.0115,118.6437,18.0,118.75,10.06,83,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-28 10:00:00,2023-04-28,18.8683,104.9415,18.75,105.0,11.16,112,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-28 12:00:00,2023-04-28,17.84,118.376,17.75,118.5,9.71,194,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-28 14:00:00,2023-04-28,18.6923,105.1824,18.75,105.25,12.13,25,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-28 16:00:00,2023-04-28,17.7953,118.5545,17.75,118.5,9.68,327,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-28 18:00:00,2023-04-28,18.9519,104.7156,19.0,104.75,6.2,68,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-28 20:00:00,2023-04-28,17.7808,118.3428,17.75,118.25,4.71,350,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-28 22:00:00,2023-04-28,18.7979,104.9113,18.75,105.0,6.0,226,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-29 00:00:00,2023-04-29,17.6915,118.5569,17.75,118.5,9.04,28,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-29 02:00:00,2023-04-29,19.1297,104.5771,19.25,104.5,9.46,81,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-29 04:00:00,2023-04-29,17.4423,118.6002,17.5,118.5,9.46,16,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-29 06:00:00,2023-04-29,19.6541,104.5408,19.75,104.5,7.17,126,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-29 08:00:00,2023-04-29,17.2655,118.6386,17.25,118.75,8.65,205,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-29 10:00:00,2023-04-29,19.7672,104.757,19.75,104.75,7.07,320,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-29 12:00:00,2023-04-29,17.037,118.7281,17.0,118.75,9.9,33,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-29 14:00:00,2023-04-29,19.7273,104.9256,19.75,105.0,4.71,39,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-29 16:00:00,2023-04-29,17.2536,118.9915,17.25,119.0,5.06,290,Fishing,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-29 18:00:00,2023-04-29,19.9593,105.446,20.0,105.5,9.34,171,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-29 20:00:00,2023-04-29,17.066,119.1203,17.0,119.0,9.78,108,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-29 22:00:00,2023-04-29,19.9314,105.6038,20.0,105.5,6.67,70,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-30 00:00:00,2023-04-30,17.169,120.0834,17.25,120.0,9.93,202,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-30 02:00:00,2023-04-30,19.9695,106.0483,20.0,106.0,11.47,355,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-30 04:00:00,2023-04-30,17.3961,120.3219,17.5,120.25,10.13,73,Underway,0,0
VSL_0001,595822412,VESSEL_2412,VNM,Reefer,86,1688,2023-04-30 06:00:00,2023-04-30,20.6837,106.0861,20.75,106.0,13.12,212,Underway,0,0
