lat_grid,lon_grid,country_code,eez_name,zone_type,dist_to_border_nm,is_disputed
0.25,97.0,IDN,Indonesia_EEZ,EEZ,39.85,0
0.25,97.25,IDN,Indonesia_EEZ,EEZ,44.4,0
0.25,97.5,IDN,Indonesia_EEZ,EEZ,6.46,0
0.25,97.75,IDN,Indonesia_EEZ,EEZ,17.89,0
0.25,98.0,IDN,Indonesia_EEZ,EEZ,21.13,0
0.25,98.25,IDN,Indonesia_EEZ,EEZ,37.29,0
0.25,98.5,IDN,Indonesia_EEZ,EEZ,38.1,0
0.25,98.75,IDN,Indonesia_EEZ,EEZ,19.41,0
0.25,99.0,IDN,Indonesia_EEZ,EEZ,15.05,0
0.25,99.25,IDN,Indonesia_EEZ,EEZ,9.19,0
0.25,99.5,IDN,Indonesia_EEZ,EEZ,33.06,0
0.25,99.75,IDN,Indonesia_EEZ,EEZ,14.44,0
0.25,100.0,IDN,Indonesia_EEZ,EEZ,23.28,0
0.25,100.25,IDN,Indonesia_EEZ,EEZ,45.76,0
0.25,100.5,IDN,Indonesia_EEZ,EEZ,19.54,0
0.25,100.75,IDN,Indonesia_EEZ,EEZ,27.38,0
0.25,101.0,IDN,Indonesia_EEZ,EEZ,10.68,0
0.25,101.25,IDN,Indonesia_EEZ,EEZ,17.19,0
0.25,101.5,IDN,Indonesia_EEZ,EEZ,26.36,0
0.25,101.75,IDN,Indonesia_EEZ,EEZ,46.74,0
0.25,102.0,IDN,Indonesia_EEZ,EEZ,31.09,0
0.25,102.25,IDN,Indonesia_EEZ,EEZ,29.65,0
0.25,102.5,IDN,Indonesia_EEZ,EEZ,8.19,0
0.25,102.75,IDN,Indonesia_EEZ,EEZ,43.32,0
0.25,103.0,IDN,Indonesia_EEZ,EEZ,14.56,0
0.25,103.25,IDN,Indonesia_EEZ,EEZ,6.97,0
0.25,103.5,IDN,Indonesia_EEZ,EEZ,44.57,0
0.25,103.75,IDN,Indonesia_EEZ,EEZ,38.84,0
0.25,104.0,IDN,Indonesia_EEZ,EEZ,20.59,0
0.25,104.25,IDN,Indonesia_EEZ,EEZ,26.09,0
0.25,104.5,IDN,Indonesia_EEZ,EEZ,11.16,0
0.25,104.75,IDN,Indonesia_EEZ,EEZ,29.8,0
0.25,105.0,IDN,Indonesia_EEZ,EEZ,29.73,0
0.25,105.25,IDN,Indonesia_EEZ,EEZ,11.53,0
0.25,105.5,IDN,Indonesia_EEZ,EEZ,41.53,0
0.25,105.75,IDN,Indonesia_EEZ,EEZ,46.85,0
0.25,106.0,IDN,Indonesia_EEZ,EEZ,31.27,0
0.25,106.25,IDN,Indonesia_EEZ,EEZ,1.81,0
0.25,106.5,IDN,Indonesia_EEZ,EEZ,35.14,0
0.25,106.75,IDN,Indonesia_EEZ,EEZ,43.67,0
0.25,107.0,IDN,Indonesia_EEZ,EEZ,10.22,0
0.25,107.25,IDN,Indonesia_EEZ,EEZ,35.32,0
0.25,107.5,IDN,Indonesia_EEZ,EEZ,11.89,0
0.25,107.75,IDN,Indonesia_EEZ,EEZ,5.93,0
0.25,108.0,IDN,Indonesia_EEZ,EEZ,7.3,0
0.25,108.25,IDN,Indonesia_EEZ,EEZ,15.14,0
0.25,108.5,IDN,Indonesia_EEZ,EEZ,46.16,0
0.25,108.75,IDN,Indonesia_EEZ,EEZ,37.38,0
0.25,109.0,IDN,Indonesia_EEZ,EEZ,34.53,0
0.25,109.25,IDN,Indonesia_EEZ,EEZ,23.8,0
0.25,109.5,IDN,Indonesia_EEZ,EEZ,18.07,0
0.25,109.75,IDN,Indonesia_EEZ,EEZ,13.19,0
0.25,110.0,IDN,Indonesia_EEZ,EEZ,18.31,0
0.25,110.25,IDN,Indonesia_EEZ,EEZ,35.97,0
0.25,110.5,IDN,Indonesia_EEZ,EEZ,35.63,0
0.25,110.75,IDN,Indonesia_EEZ,EEZ,1.24,0
0.25,111.0,IDN,Indonesia_EEZ,EEZ,10.01,0
0.25,111.25,IDN,Indonesia_EEZ,EEZ,6.53,0
0.25,111.5,IDN,Indonesia_EEZ,EEZ,31.97,0
0.25,111.75,IDN,Indonesia_EEZ,EEZ,46.26,0
0.25,112.0,IDN,Indonesia_EEZ,EEZ,20.86,0
0.25,112.25,IDN,Indonesia_EEZ,EEZ,44.88,0
0.25,112.5,IDN,Indonesia_EEZ,EEZ,19.58,0
0.25,112.75,IDN,Indonesia_EEZ,EEZ,29.33,0
0.25,113.0,IDN,Indonesia_EEZ,EEZ,24.0,0
0.25,113.25,IDN,Indonesia_EEZ,EEZ,41.4,0
0.25,113.5,IDN,Indonesia_EEZ,EEZ,43.91,0
0.25,113.75,IDN,Indonesia_EEZ,EEZ,46.34,0
0.25,114.0,IDN,Indonesia_EEZ,EEZ,6.14,0
0.25,114.25,IDN,Indonesia_EEZ,EEZ,31.75,0
0.25,114.5,IDN,Indonesia_EEZ,EEZ,30.5,0
0.25,114.75,IDN,Indonesia_EEZ,EEZ,20.91,0
0.25,115.0,IDN,Indonesia_EEZ,EEZ,16.45,0
0.25,115.25,IDN,Indonesia_EEZ,EEZ,45.52,0
0.25,115.5,IDN,Indonesia_EEZ,EEZ,26.22,0
0.25,115.75,IDN,Indonesia_EEZ,EEZ,49.41,0
0.25,116.0,IDN,Indonesia_EEZ,EEZ,6.93,0
0.25,116.25,IDN,Indonesia_EEZ,EEZ,25.03,0
0.25,116.5,IDN,Indonesia_EEZ,EEZ,28.52,0
0.25,116.75,IDN,Indonesia_EEZ,EEZ,36.49,0
0.25,117.0,IDN,Indonesia_EEZ,EEZ,30.41,0
0.25,117.25,IDN,Indonesia_EEZ,EEZ,47.61,0
0.25,117.5,IDN,Indonesia_EEZ,EEZ,6.52,0
0.25,117.75,IDN,Indonesia_EEZ,EEZ,37.58,0
0.25,118.0,IDN,Indonesia_EEZ,EEZ,13.53,0
0.25,118.25,IDN,Indonesia_EEZ,EEZ,41.51,0
0.25,118.5,IDN,Indonesia_EEZ,EEZ,11.75,0
0.25,118.75,IDN,Indonesia_EEZ,EEZ,15.23,0
0.25,119.0,IDN,Indonesia_EEZ,EEZ,34.12,0
0.25,119.25,IDN,Indonesia_EEZ,EEZ,23.8,0
0.25,119.5,IDN,Indonesia_EEZ,EEZ,29.13,0
0.25,119.75,IDN,Indonesia_EEZ,EEZ,6.41,0
0.25,120.0,IDN,Indonesia_EEZ,EEZ,25.37,0
0.25,120.25,IDN,Indonesia_EEZ,EEZ,14.53,0
0.25,120.5,IDN,Indonesia_EEZ,EEZ,15.87,0
0.25,120.75,IDN,Indonesia_EEZ,EEZ,36.83,0
0.25,121.0,IDN,Indonesia_EEZ,EEZ,6.25,0
0.25,121.25,IDN,Indonesia_EEZ,EEZ,13.16,0
0.25,121.5,IDN,Indonesia_EEZ,EEZ,39.08,0
0.25,121.75,IDN,Indonesia_EEZ,EEZ,0.6,0
0.25,122.0,IDN,Indonesia_EEZ,EEZ,9.25,0
0.5,95.0,IDN,Indonesia_EEZ,EEZ,10.35,0
0.5,95.25,IDN,Indonesia_EEZ,EEZ,34.35,0
0.5,95.5,IDN,Indonesia_EEZ,EEZ,39.4,0
0.5,95.75,IDN,Indonesia_EEZ,EEZ,5.96,0
0.5,96.0,IDN,Indonesia_EEZ,EEZ,32.64,0
0.5,96.25,IDN,Indonesia_EEZ,EEZ,17.97,0
0.5,96.5,IDN,Indonesia_EEZ,EEZ,42.87,0
0.5,96.75,IDN,Indonesia_EEZ,EEZ,7.11,0
0.5,97.0,IDN,Indonesia_EEZ,EEZ,33.3,0
0.5,97.25,IDN,Indonesia_EEZ,EEZ,13.29,0
0.5,97.5,IDN,Indonesia_EEZ,EEZ,13.49,0
0.5,97.75,IDN,Indonesia_EEZ,EEZ,36.8,0
0.5,98.0,IDN,Indonesia_EEZ,EEZ,47.66,0
0.5,98.25,IDN,Indonesia_EEZ,EEZ,48.66,0
0.5,98.5,IDN,Indonesia_EEZ,EEZ,32.14,0
0.5,98.75,IDN,Indonesia_EEZ,EEZ,25.6,0
0.5,99.0,IDN,Indonesia_EEZ,EEZ,1.94,0
0.5,99.25,IDN,Indonesia_EEZ,EEZ,18.37,0
0.5,99.5,IDN,Indonesia_EEZ,EEZ,30.79,0
0.5,99.75,IDN,Indonesia_EEZ,EEZ,5.03,0
0.5,100.0,IDN,Indonesia_EEZ,EEZ,9.2,0
0.5,100.25,IDN,Indonesia_EEZ,EEZ,27.36,0
0.5,100.5,IDN,Indonesia_EEZ,EEZ,46.37,0
0.5,100.75,IDN,Indonesia_EEZ,EEZ,28.49,0
0.5,101.0,IDN,Indonesia_EEZ,EEZ,6.24,0
0.5,101.25,IDN,Indonesia_EEZ,EEZ,5.91,0
0.5,101.5,IDN,Indonesia_EEZ,EEZ,41.44,0
0.5,101.75,IDN,Indonesia_EEZ,EEZ,49.57,0
0.5,102.0,IDN,Indonesia_EEZ,EEZ,45.18,0
0.5,102.25,IDN,Indonesia_EEZ,EEZ,37.71,0
0.5,102.5,IDN,Indonesia_EEZ,EEZ,32.1,0
0.5,102.75,IDN,Indonesia_EEZ,EEZ,15.76,0
0.5,103.0,IDN,Indonesia_EEZ,EEZ,22.46,0
0.5,103.25,IDN,Indonesia_EEZ,EEZ,19.02,0
0.5,103.5,IDN,Indonesia_EEZ,EEZ,21.47,0
0.5,103.75,IDN,Indonesia_EEZ,EEZ,36.44,0
0.5,104.0,IDN,Indonesia_EEZ,EEZ,11.84,0
0.5,104.25,IDN,Indonesia_EEZ,EEZ,17.42,0
0.5,104.5,IDN,Indonesia_EEZ,EEZ,42.69,0
0.5,104.75,IDN,Indonesia_EEZ,EEZ,11.28,0
0.5,105.0,IDN,Indonesia_EEZ,EEZ,38.95,0
0.5,105.25,IDN,Indonesia_EEZ,EEZ,1.67,0
0.5,105.5,IDN,Indonesia_EEZ,EEZ,23.21,0
0.5,105.75,IDN,Indonesia_EEZ,EEZ,35.6,0
0.5,106.0,IDN,Indonesia_EEZ,EEZ,10.05,0
0.5,106.25,IDN,Indonesia_EEZ,EEZ,22.93,0
0.5,106.5,IDN,Indonesia_EEZ,EEZ,6.59,0
0.5,106.75,IDN,Indonesia_EEZ,EEZ,34.56,0
0.5,107.0,IDN,Indonesia_EEZ,EEZ,18.46,0
0.5,107.25,IDN,Indonesia_EEZ,EEZ,19.15,0
0.5,107.5,IDN,Indonesia_EEZ,EEZ,25.72,0
0.5,107.75,IDN,Indonesia_EEZ,EEZ,5.99,0
0.5,108.0,IDN,Indonesia_EEZ,EEZ,47.84,0
0.5,108.25,IDN,Indonesia_EEZ,EEZ,0.87,0
0.5,108.5,IDN,Indonesia_EEZ,EEZ,46.49,0
0.5,108.75,IDN,Indonesia_EEZ,EEZ,48.93,0
0.5,109.0,IDN,Indonesia_EEZ,EEZ,49.21,0
0.5,109.25,IDN,Indonesia_EEZ,EEZ,25.96,0
0.5,109.5,IDN,Indonesia_EEZ,EEZ,39.14,0
0.5,109.75,IDN,Indonesia_EEZ,EEZ,48.68,0
0.5,110.0,IDN,Indonesia_EEZ,EEZ,46.4,0
0.5,110.25,IDN,Indonesia_EEZ,EEZ,31.67,0
0.5,110.5,IDN,Indonesia_EEZ,EEZ,22.5,0
0.5,110.75,IDN,Indonesia_EEZ,EEZ,49.32,0
0.5,111.0,IDN,Indonesia_EEZ,EEZ,33.2,0
0.5,111.25,IDN,Indonesia_EEZ,EEZ,4.61,0
0.5,111.5,IDN,Indonesia_EEZ,EEZ,39.78,0
0.5,111.75,IDN,Indonesia_EEZ,EEZ,49.79,0
0.5,112.0,IDN,Indonesia_EEZ,EEZ,34.26,0
0.5,112.25,IDN,Indonesia_EEZ,EEZ,21.91,0
0.5,112.5,IDN,Indonesia_EEZ,EEZ,9.51,0
0.5,112.75,IDN,Indonesia_EEZ,EEZ,13.57,0
0.5,113.0,IDN,Indonesia_EEZ,EEZ,7.92,0
0.5,113.25,IDN,Indonesia_EEZ,EEZ,2.05,0
0.5,113.5,IDN,Indonesia_EEZ,EEZ,18.43,0
0.5,113.75,IDN,Indonesia_EEZ,EEZ,28.54,0
0.5,114.0,IDN,Indonesia_EEZ,EEZ,9.1,0
0.5,114.25,IDN,Indonesia_EEZ,EEZ,41.12,0
0.5,114.5,IDN,Indonesia_EEZ,EEZ,18.48,0
0.5,114.75,IDN,Indonesia_EEZ,EEZ,3.64,0
0.5,115.0,IDN,Indonesia_EEZ,EEZ,46.17,0
0.5,115.25,IDN,Indonesia_EEZ,EEZ,49.39,0
0.5,115.5,IDN,Indonesia_EEZ,EEZ,31.42,0
0.5,115.75,IDN,Indonesia_EEZ,EEZ,40.26,0
0.5,116.0,IDN,Indonesia_EEZ,EEZ,48.38,0
0.5,116.25,IDN,Indonesia_EEZ,EEZ,38.89,0
0.5,116.5,IDN,Indonesia_EEZ,EEZ,18.22,0
0.5,116.75,IDN,Indonesia_EEZ,EEZ,42.53,0
0.5,117.0,IDN,Indonesia_EEZ,EEZ,30.21,0
0.5,117.25,IDN,Indonesia_EEZ,EEZ,30.76,0
0.5,117.5,IDN,Indonesia_EEZ,EEZ,24.39,0
0.5,117.75,IDN,Indonesia_EEZ,EEZ,2.15,0
0.5,118.0,IDN,Indonesia_EEZ,EEZ,18.57,0
0.5,118.25,IDN,Indonesia_EEZ,EEZ,29.47,0
0.5,118.5,IDN,Indonesia_EEZ,EEZ,27.79,0
0.5,118.75,IDN,Indonesia_EEZ,EEZ,18.08,0
0.5,119.0,IDN,Indonesia_EEZ,EEZ,40.53,0
0.5,119.25,IDN,Indonesia_EEZ,EEZ,45.71,0
0.5,119.5,IDN,Indonesia_EEZ,EEZ,42.18,0
0.5,119.75,IDN,Indonesia_EEZ,EEZ,7.23,0
0.5,120.0,IDN,Indonesia_EEZ,EEZ,42.15,0
0.5,120.25,IDN,Indonesia_EEZ,EEZ,16.41,0
0.5,120.5,IDN,Indonesia_EEZ,EEZ,36.57,0
0.5,120.75,IDN,Indonesia_EEZ,EEZ,25.35,0
0.5,121.0,IDN,Indonesia_EEZ,EEZ,45.29,0
0.5,121.25,IDN,Indonesia_EEZ,EEZ,46.7,0
0.5,121.5,IDN,Indonesia_EEZ,EEZ,42.09,0
0.5,121.75,IDN,Indonesia_EEZ,EEZ,43.48,0
0.5,122.0,IDN,Indonesia_EEZ,EEZ,29.1,0
0.75,95.0,IDN,Indonesia_EEZ,EEZ,9.7,0
0.75,95.25,IDN,Indonesia_EEZ,EEZ,25.45,0
0.75,95.5,IDN,Indonesia_EEZ,EEZ,34.6,0
0.75,95.75,IDN,Indonesia_EEZ,EEZ,34.3,0
0.75,96.0,IDN,Indonesia_EEZ,EEZ,20.41,0
0.75,96.25,IDN,Indonesia_EEZ,EEZ,12.3,0
0.75,96.5,IDN,Indonesia_EEZ,EEZ,32.77,0
0.75,96.75,IDN,Indonesia_EEZ,EEZ,33.97,0
0.75,97.0,IDN,Indonesia_EEZ,EEZ,34.5,0
0.75,97.25,IDN,Indonesia_EEZ,EEZ,23.07,0
0.75,97.5,IDN,Indonesia_EEZ,EEZ,42.27,0
0.75,97.75,IDN,Indonesia_EEZ,EEZ,21.71,0
0.75,98.0,IDN,Indonesia_EEZ,EEZ,11.17,0
0.75,98.25,IDN,Indonesia_EEZ,EEZ,10.7,0
0.75,98.5,IDN,Indonesia_EEZ,EEZ,0.67,0
0.75,98.75,IDN,Indonesia_EEZ,EEZ,4.18,0
0.75,99.0,IDN,Indonesia_EEZ,EEZ,4.73,0
0.75,99.25,IDN,Indonesia_EEZ,EEZ,48.77,0
0.75,99.5,IDN,Indonesia_EEZ,EEZ,36.87,0
0.75,99.75,IDN,Indonesia_EEZ,EEZ,48.33,0
0.75,100.0,IDN,Indonesia_EEZ,EEZ,18.13,0
0.75,100.25,IDN,Indonesia_EEZ,EEZ,41.56,0
0.75,100.5,IDN,Indonesia_EEZ,EEZ,39.85,0
0.75,100.75,IDN,Indonesia_EEZ,EEZ,9.85,0
0.75,101.0,IDN,Indonesia_EEZ,EEZ,29.97,0
0.75,101.25,IDN,Indonesia_EEZ,EEZ,19.02,0
0.75,101.5,IDN,Indonesia_EEZ,EEZ,41.6,0
0.75,101.75,IDN,Indonesia_EEZ,EEZ,19.95,0
0.75,102.0,IDN,Indonesia_EEZ,EEZ,20.99,0
0.75,102.25,IDN,Indonesia_EEZ,EEZ,3.99,0
0.75,102.5,IDN,Indonesia_EEZ,EEZ,17.72,0
0.75,102.75,IDN,Indonesia_EEZ,EEZ,21.45,0
0.75,103.0,IDN,Indonesia_EEZ,EEZ,42.45,0
0.75,103.25,IDN,Indonesia_EEZ,EEZ,23.9,0
0.75,103.5,IDN,Indonesia_EEZ,EEZ,39.9,0
0.75,103.75,IDN,Indonesia_EEZ,EEZ,37.08,0
0.75,104.0,IDN,Indonesia_EEZ,EEZ,10.65,0
0.75,104.25,IDN,Indonesia_EEZ,EEZ,14.49,0
0.75,104.5,IDN,Indonesia_EEZ,EEZ,24.82,0
0.75,104.75,IDN,Indonesia_EEZ,EEZ,12.22,0
0.75,105.0,IDN,Indonesia_EEZ,EEZ,1.31,0
0.75,105.25,IDN,Indonesia_EEZ,EEZ,20.98,0
0.75,105.5,IDN,Indonesia_EEZ,EEZ,12.55,0
0.75,105.75,IDN,Indonesia_EEZ,EEZ,43.0,0
0.75,106.0,IDN,Indonesia_EEZ,EEZ,21.66,0
0.75,106.25,IDN,Indonesia_EEZ,EEZ,35.43,0
0.75,106.5,IDN,Indonesia_EEZ,EEZ,6.81,0
0.75,106.75,IDN,Indonesia_EEZ,EEZ,31.51,0
0.75,107.0,IDN,Indonesia_EEZ,EEZ,23.02,0
0.75,107.25,IDN,Indonesia_EEZ,EEZ,6.27,0
0.75,107.5,IDN,Indonesia_EEZ,EEZ,23.09,0
0.75,107.75,IDN,Indonesia_EEZ,EEZ,46.78,0
0.75,108.0,IDN,Indonesia_EEZ,EEZ,13.26,0
0.75,108.25,IDN,Indonesia_EEZ,EEZ,48.17,0
0.75,108.5,IDN,Indonesia_EEZ,EEZ,17.02,0
0.75,108.75,IDN,Indonesia_EEZ,EEZ,48.38,0
0.75,109.0,IDN,Indonesia_EEZ,EEZ,3.8,0
0.75,109.25,IDN,Indonesia_EEZ,EEZ,31.53,0
0.75,109.5,IDN,Indonesia_EEZ,EEZ,20.62,0
0.75,109.75,IDN,Indonesia_EEZ,EEZ,27.54,0
0.75,110.0,IDN,Indonesia_EEZ,EEZ,9.53,0
0.75,110.25,IDN,Indonesia_EEZ,EEZ,25.59,0
0.75,110.5,IDN,Indonesia_EEZ,EEZ,32.12,0
0.75,110.75,IDN,Indonesia_EEZ,EEZ,19.82,0
0.75,111.0,IDN,Indonesia_EEZ,EEZ,6.6,0
0.75,111.25,IDN,Indonesia_EEZ,EEZ,8.27,0
0.75,111.5,IDN,Indonesia_EEZ,EEZ,14.0,0
0.75,111.75,IDN,Indonesia_EEZ,EEZ,21.16,0
0.75,112.0,IDN,Indonesia_EEZ,EEZ,1.02,0
0.75,112.25,IDN,Indonesia_EEZ,EEZ,43.94,0
0.75,112.5,IDN,Indonesia_EEZ,EEZ,4.95,0
0.75,112.75,IDN,Indonesia_EEZ,EEZ,38.25,0
0.75,113.0,IDN,Indonesia_EEZ,EEZ,43.35,0
0.75,113.25,IDN,Indonesia_EEZ,EEZ,47.14,0
0.75,113.5,IDN,Indonesia_EEZ,EEZ,28.07,0
0.75,113.75,IDN,Indonesia_EEZ,EEZ,40.31,0
0.75,114.0,IDN,Indonesia_EEZ,EEZ,22.82,0
0.75,114.25,IDN,Indonesia_EEZ,EEZ,42.1,0
0.75,114.5,IDN,Indonesia_EEZ,EEZ,18.96,0
0.75,114.75,IDN,Indonesia_EEZ,EEZ,24.1,0
0.75,115.0,IDN,Indonesia_EEZ,EEZ,29.65,0
0.75,115.25,IDN,Indonesia_EEZ,EEZ,13.83,0
